Road_Name,Road_Type,County_Name
Kisumu-Busia Road,trunk,Busia
Kisumu-Busia Road,trunk,Busia
Kisumu-Busia Road,trunk,Busia
Chiga-Ombeyi-Kibigori,primary,Kisumu
Chiga-Ombeyi-Kibigori,primary,Kisumu
Chiga-Ombeyi-Kibigori,primary,Kisumu
Chiga-Ombeyi-Kibigori,primary,Kisumu
Mathare N Road,unclassified,Nairobi
Mathare N Road,unclassified,Nairobi
USIU Road,tertiary,Nairobi
Rurimeria summit trail,footway,Nyandarua
Rurimeria summit trail,footway,Nyandarua
Rurimeria summit trail,footway,Nyeri
Table mountain summit trail,path,Nyandarua
Table mountain summit trail,path,Nyandarua
Kangundo Road,trunk,Nairobi
Kiambu Road,primary,Nairobi
Thika Road,secondary,Nairobi
Thika Road,secondary,Nairobi
Kasarani Mwiki Road,secondary_link,Nairobi
Thika Road,secondary,Nairobi
Thika Road,secondary,Nairobi
Garden Estate Road,secondary,Nairobi
Thika Road,secondary,Nairobi
Thika Road,secondary,Nairobi
Roasters Roundabout,secondary,Nairobi
Roasters Roundabout,secondary,Nairobi
Thika Road,secondary,Nairobi
Kisumu-Busia Highway,trunk,Siaya
Kisumu-Busia Road,trunk,Busia
Kisumu-Busia Road,trunk,Kisumu
Kericho-Kisumu Highway,trunk,Kericho
Kusa-Nyamarimba-Sondu,primary,Kisumu
Kusa-Nyamarimba-Sondu,primary,Kisumu
Kusa-Nyamarimba-Sondu,primary,Kisumu
Kusa-Nyamarimba-Sondu,primary,Kericho
Kusa-Nyamarimba-Sondu,primary,Kisumu
Kusa-Nyamarimba-Sondu,primary,Kisumu
Kericho-Kisumu Highway,trunk,Kericho
Kericho-Kisumu Highway,trunk,Kericho
Kericho-Kisumu Highway,trunk,Kericho
Kusa-Nyamarimba-Sondu,primary,Kisumu
Luanda-mwichio road,unclassified,Vihiga
Katito-Kendu Bay-Homa bay road,trunk,Kisumu
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Kisumu
Katito-Kendu Bay-Homa Bay road,trunk,Kisumu
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Kisumu
Homa Bay-Mbita Road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
Katito-Kendu Bay-Homa Bay road,trunk,Kisumu
kiriria river road,unclassified,Tharaka-Nithi
Kora-Ndatani Road,secondary,Kitui
Aceess path,unclassified,Kakamega
Turbo road,unclassified,Uasin Gishu
Turbo road,unclassified,Kakamega
Mwamba Shortcut road,unclassified,Kakamega
Road To Railway,unclassified,Kakamega
Osieko-Bondo-A12 Kisian,trunk,Siaya
Bondo - Usenge - Osieko,trunk,Siaya
Kimela-Mutulia Road,tertiary,Kitui
Kisian - Bondo,trunk,Kisumu
Kisian - Bondo,trunk,Siaya
ivonya ngya roadf,tertiary,Kitui
Masyungwa-Ivonya ngya Road,tertiary,Kitui
Nyeri-Nanyuki Road,trunk,Nyeri
Kisumu-Busia Road,trunk,Kisumu
Luanda - Siaya Road,primary,Vihiga
Lokichokio - Kapoeta,trunk,Turkana
Lunda Siaya Road,primary,Siaya
Thiongo Road,unclassified,Nairobi
Homa Bay-Mbita Road,trunk,Homa Bay
Heron Way,residential,Kilifi
Shalom Court,residential,Nairobi
Mboni Road,residential,Nairobi
D1157,unclassified,Siaya
Parliament Road,residential,Machakos
Desai Road,secondary,Nairobi
R56,unclassified,Kakamega
Keroka - Masimba Road,trunk,Kisii
Sunrise Street,residential,Kiambu
Crater Avenue,residential,Nakuru
Main street,residential,Nakuru
1st Avenue,residential,Nakuru
Outer Ring Road,primary,Nairobi
Glory Road,residential,Nairobi
Glory Road,residential,Kiambu
Havana Road,residential,Nairobi
Golden Eagle Valley,residential,Nairobi
Tseikuru-Mwingi Road,secondary,Kitui
Tseikuru_Mwingi  RD,secondary,Kitui
Amabuko-Rigoma Road,tertiary,Kisii
Amabuko-Rigoma Road,tertiary,Nyamira
Migon Street,residential,Kajiado
Biashara Street,residential,Mombasa
Oginga Odinga Avenue,unclassified,Nakuru
Kaplong-Narok-Maai Road,trunk,Bomet
Dirt Road,residential,Nairobi
Sotik-Ndanai Road,primary,Bomet
Along the Lake,unclassified,Elgeyo-Marakwet
Ndogoro-Ngurukuri Road,residential,Kiambu
Ciokereke-Tseikuru Road,tertiary,Kitui
Kwa Kariri Road,footway,Kitui
Kigwaru Drive,residential,Kiambu
Ngecha Road,primary,Nairobi
Taib Abdulla Nassir Road,residential,Mombasa
Kariuki Chotora road,residential,Nakuru
Elia Zagoritis Valley,residential,Nairobi
Mbusyani Road,tertiary,Kitui
Ras Kisauni Road,secondary,Mombasa
Kengelani Road,secondary,Mombasa
Milimani W Estate Road,residential,Kisumu
Ol Donyo Sabuk Park Road,unclassified,Machakos
Muratina Street,residential,Machakos
General Mathenge Road,unclassified,Nairobi
Mwanzi Road,residential,Nairobi
Eldama Ravine Road,unclassified,Nairobi
Ciokereke-Tseikuru Road,tertiary,Kitui
Nakuru-Kisumu Road,trunk,Nakuru
Entanasha Close,residential,Kajiado
EPZ Road,residential,Machakos
Kitengela Prisons Road,residential,Kajiado
Sotik-Ndanai Road,primary,Bomet
A1 Kisii-Keroka-Sotik-Litein-Chemosit-A12 Kericho,trunk,Kisii
Bomet - Tenwek - Silibwet Road,primary,Bomet
A1 Kisii-Keroka-Sotik-Litein-Chemosit-A12 Kericho,trunk,Kisii
A1 Kisii-Keroka-Sotik-Litein-Chemosit-A12 Kericho,trunk,Kisii
Roysambu Roundabout,secondary,Nairobi
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Kibos Road,primary,Kisumu
Bumala-Ejinja Road,primary,Siaya
Bumala-Ejinja Road,primary,Busia
Bumala-Ejinja Road,primary,Busia
Bumala-Ejinja Road,primary,Busia
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Gitaru Road,primary_link,Kiambu
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Springs Road,residential,Kiambu
Mucatha Road,unclassified,Kiambu
Thika Road,primary,Kiambu
Thika Road,primary,Kiambu
Thika Road,primary,Kiambu
Oilibya Petrol Station Roundabout,primary,Kiambu
Oilibya Petrol Station Roundabout,primary,Kiambu
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Gitaru Road,primary,Kiambu
Garissa-Daadab Road,trunk,Tana River
Garissa-Daadab Road,trunk,Tana River
Langata Road,primary_link,Nairobi
Langata Road,primary_link,Nairobi
Westlands Link Road,secondary_link,Nairobi
Red Hill Road,secondary,Nairobi
Red Hill Road,secondary,Nairobi
Red Hill Road,secondary,Nairobi
Westlands Red Hill Road,secondary,Nairobi
Musavani -Kamali Road,tertiary,Kitui
Lenana Road,secondary,Nairobi
Lenana Road,secondary,Nairobi
Lenana Road,secondary,Nairobi
Lenana Road,secondary,Nairobi
Dennis Pritt Road,secondary,Nairobi
Mackawi Road,residential,Mombasa
Konjra - Asango,unclassified,Siaya
Community Close II,residential,Machakos
Kapsowar Road,tertiary,Elgeyo-Marakwet
Thika-Mang'u Flyover Road,secondary,Kiambu
Thika-Mang'u Flyover Road,secondary,Nyandarua
Lone Tree Estate,residential,Nairobi
Gatundu-Juja Road,unclassified,Kiambu
ongielo road r1,unclassified,Siaya
Bandari Road,residential,Mombasa
Thika Road,unclassified,Kiambu
Driveway,residential,Kakamega
Kiserian - Kamuranga,unclassified,Kajiado
Manguo Road,unclassified,Kiambu
Old Tarmack Road,unclassified,Meru
Eburru Forest - Arara Trail,path,Nakuru
Kibugat Road,tertiary,Kericho
Jakaya Kikwete Road,tertiary,Nairobi
Ngong Hills Circuit,tertiary,Kajiado
Kibugat Road,tertiary,Kericho
Milimani Road,tertiary,Nairobi
Muyaka Road,residential,Mombasa
Muslim Road,residential,Mombasa
Muyaka Road,residential,Mombasa
Ralph Bunche Road,unclassified,Nairobi
Nakuru Road,residential,Mombasa
Memusi Road,residential,Kajiado
Ralph Bunche Road,unclassified,Nairobi
Lenana Road,unclassified,Nairobi
Port Kilindini Road,service,Mombasa
Gatundu Road,residential,Mombasa
Baringo Road,service,Mombasa
Dar Es Salam Road,residential,Mombasa
Musa Gitau,residential,Nairobi
Saramala Street,residential,Mombasa
Stendi Kisa - Yala Road,trunk,Vihiga
Kungu Karumba Road,residential,Nairobi
Quito Street,residential,Kiambu
Kiamumbi Road,unclassified,Kiambu
Raila Odinga Way,secondary,Nairobi
Raila Odinga Way,secondary,Nairobi
Kangoro Kianjeru Road,residential,Tharaka-Nithi
Marima Iriga Road,unclassified,Tharaka-Nithi
Nkrumah Road,tertiary,Mombasa
Tewa Road,residential,Mombasa
Dedan Kimathi Avenue,tertiary,Mombasa
Marima Iriga Road,tertiary,Tharaka-Nithi
A23 Mwashuma-Maktau,unclassified,Taita Taveta
Red Hill Road,tertiary,Nairobi
KAEWA-MASINGA ROAD,secondary,Machakos
Siaya,path,Siaya
Kiracha - Karamani Road,residential,Tharaka-Nithi
Kiracha-Kiamuriuki Road,unclassified,Tharaka-Nithi
Njuri-Kiamuriuki Road,residential,Tharaka-Nithi
Njuri-Kiamuriuki Road,residential,Tharaka-Nithi
Kathageri-Irangi Road,unclassified,Embu
Kathageri - Kanyuambora Road,tertiary,Embu
Makutano - Kaithege Road,unclassified,Embu
Runyenje's - Siakago Road,tertiary,Embu
Kyeni - Karurumo Road,tertiary,Embu
Siakago Road,residential,Embu
Kivwe - Kevote Road,tertiary,Embu
Ena-Kevote Road,unclassified,Embu
Embu- Mbuvori Road,tertiary,Embu
Muthaiti Road,residential,Nairobi
Muthaiti Road,residential,Nairobi
Factory Road,residential,Mombasa
Doonholm Road,residential,Nairobi
Liwatoni Road,residential,Mombasa
Tumbili Road,residential,Mombasa
Moi Drive,tertiary,Nairobi
Upperhill Links Road,tertiary,Nairobi
Kiritiri - Kiambere Kiminda Road,unclassified,Embu
Embu - Siakago Road,unclassified,Embu
Kitale Shortcut,tertiary,Bungoma
Nakumatt Road,residential,Mombasa
Nakumatt Road,service,Mombasa
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Kambi road,residential,Kiambu
Kambi road,residential,Kiambu
Karangeni-Kaivirya Road,tertiary,Kitui
To Chulaimbo Hospital,unclassified,Kisumu
To Mr. Allan's home,unclassified,Kisumu
Waiyaki Way,trunk_link,Nairobi
Naushad Merali Drive,residential,Nairobi
Naushad Merali Drive,residential,Nairobi
Katito-Kendu Bay-Homa Bay road,trunk,Homa Bay
HDS TO LAIKIPIA MAIN GATE,unclassified,Laikipia
Marigat-Loboi Road,secondary,Baringo
Omogwa-Entanda,unclassified,Nyamira
Naromoru Mweiga Murram Road,unclassified,Laikipia
Oloitiptip Road,unclassified,Kiambu
Oloitiptip Road,unclassified,Murang'a
Flat Rock,service,Laikipia
Mumias-Bungoma Road,tertiary,Kakamega
Muthaiga Round About,secondary,Nairobi
Rd Way 4,residential,Garissa
Salis Road,residential,Garissa
Pre Fab Road,residential,Garissa
Clinic Rd Way,residential,Garissa
Rd Way 2,residential,Garissa
Siger 1,unclassified,Siaya
Ndovu Lane,residential,Nairobi
Malibet close,residential,Nairobi
Forest Close,residential,Nairobi
258 Extension Way,residential,Nairobi
Scripture Mission Road,residential,Nairobi
Kifaru Close,residential,Nairobi
T6204,unclassified,Kakamega
Monrovia Street,living_street,Nairobi
Nakuru - Sigor Road,primary,Baringo
Marigat - Loruk Road,primary,Baringo
Nakuru - Sigor Road,primary,Baringo
Losekem - Ngambo,residential,Baringo
Marigat - Loruk Road,primary,Baringo
Marigat - Loruk Road,primary,Baringo
Marigat - Loruk Road,primary,Baringo
Nyeri-Nyahururu Road,trunk,Nyeri
Haile Selassie Road,tertiary,Nyeri
Haile Selassie Road,tertiary,Laikipia
Moi Road,tertiary,Kiambu
Grevillea Grove,tertiary,Nairobi
Rosoga-Kapchekut Sorti Road,unclassified,Baringo
Rosoga-Sagasagik Road,unclassified,Baringo
Garissa-Dadaab Road,trunk,Garissa
Voi Lane,residential,Nairobi
Kapenguria Road,tertiary,Nairobi
Foot path,footway,Wajir
Foot path,footway,Wajir
Muu Road,residential,Nairobi
Utawala Vision Court,residential,Nairobi
Raini-Goldhandas Road,tertiary,Kiambu
Birthday Road,residential,Kiambu
Ruiru Lane,residential,Nairobi
Asembo Lane,residential,Nairobi
Mvuma Nyuki Street,residential,Nairobi
Fahari Kincar Road,unclassified,Machakos
Tamarind Close,residential,Nairobi
Bombax Lane,residential,Nairobi
7 Siala Lane,residential,Nairobi
Sim Sim Lane,residential,Nairobi
37 Quinine Lane,residential,Nairobi
720 Ober Close,residential,Nairobi
591 Lily Close,residential,Nairobi
Tobacco Drive,residential,Nairobi
Mugumo Lane,residential,Nairobi
R7,unclassified,Siaya
Mbajo Road,unclassified,Uasin Gishu
Mbajo Road,unclassified,Kakamega
Mbajo Road,unclassified,Uasin Gishu
Mbajo Road,unclassified,Kakamega
unknown road,unclassified,Kwale
Kiu Road,residential,Makueni
Salama Nunguni Road,secondary,Makueni
Mavivye Road,tertiary,Makueni
Cosmas Ndeti Road,residential,Nairobi
Kendo Way,residential,Nakuru
ubarini  market route,unclassified,Tharaka-Nithi
gacheraka kithino murram,unclassified,Tharaka-Nithi
nyaki njeru route,unclassified,Tharaka-Nithi
gacheraka road,unclassified,Tharaka-Nithi
maweni route,unclassified,Tharaka-Nithi
chiakariga road,unclassified,Tharaka-Nithi
Malewa Road,tertiary,Nairobi
Tabere Crescent,residential,Nairobi
icipe main road,residential,Homa Bay
Tamarind Road,residential,Mombasa
Eshitinji-Esumeiya Road,unclassified,Kakamega
Githunguri Road,residential,Nairobi
Tabere Crescent,residential,Nairobi
Tebere Lane,service,Nairobi
Githunguri Close,service,Nairobi
Kowiti street,path,Homa Bay
Mwitu Drive,residential,Nairobi
Judea Avenue,residential,Kiambu
Mika-Kamata street,unclassified,Homa Bay
Kapenguria Road,tertiary,Nairobi
Ocean Sport Road,unclassified,Kilifi
Serena Road,unclassified,Mombasa
Jabavu Court,residential,Nairobi
Moyne Dr Road,residential,Mombasa
R32,tertiary,Nakuru
Dudi-Nyambaga Road,unclassified,Siaya
Dudi-Nyambaga Road,unclassified,Kakamega
Kisii-Kisumu Road,trunk,Kisumu
Marsabit-Moyale Road,trunk,Marsabit
Kiganjo-British American Tobacco Road,unclassified,Kiambu
Thika Road,trunk,Kiambu
Kisii-Kisumu Road,trunk,Kisumu
got kokwiri 1,unclassified,Siaya
got kokwiri 1,unclassified,Kakamega
kapiyo d path,unclassified,Siaya
Ushirika Road,tertiary,Nairobi
Migon Street,residential,Kajiado
Forest Line Road,secondary,Kajiado
Forest Line Road,secondary,Kajiado
Migon Street,residential,Kajiado
Old Nairobi Road,trunk,Nakuru
Trek to Koitoboss,path,Bungoma
Trek to Koitoboss,path,Trans Nzoia
Gatundu Road,residential,Nairobi
Daidai Road,residential,Nairobi
Plainsview Road,residential,Nairobi
Plainsview Lane,residential,Nairobi
Raila Odinga Way,secondary,Nairobi
Uncli,unclassified,Kakamega
Nyaguda Dispensary Road,unclassified,Siaya
Gatundu Road,residential,Nairobi
Kenyatta Road,path,Lamu
Upper Hill Road,tertiary,Nairobi
feeder road,unclassified,Machakos
7th Drive,residential,Kajiado
Pan African Insurance Lane,residential,Nairobi
Rongo-Kisii Road,trunk,Homa Bay
Rongo-Kisii Road,trunk,Homa Bay
Rongo-Kisii Road,trunk,Homa Bay
Corniche Path,footway,Lamu
Ngundune-Thinyaine-Limoro Road,unclassified,Meru
Magendo Road,tertiary,Kisumu
Juja Road,secondary,Nairobi
Ole Pussy Road,residential,Kajiado
Pangani Foot Bridge,footway,Nairobi
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika (MELEC) MSD Power Plant,unclassified,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika-Gatura Road,trunk_link,Kiambu
Wang'tong main,unclassified,Siaya
Wang'tong main,unclassified,Kakamega
Wang'tong main,unclassified,Siaya
Wang'tong main,unclassified,Siaya
Kitale Kisawai Road,tertiary,Trans Nzoia
E237B,unclassified,Kakamega
Karura-Munyaka Road,residential,Kiambu
Ngecha Wangige Road,tertiary,Kiambu
Kia Wanugu Ndongoro Road,residential,Kiambu
Runda Crescent,residential,Nairobi
Mukoma Road,tertiary,Nairobi
Makina Road,residential,Nairobi
Police Dog Unit Road,residential,Nairobi
Kijabe Hills - Arara Trail,path,Kiambu
Bunyala Road Roundabout,secondary,Nairobi
Sore Road,residential,Nairobi
Mumia Highway,trunk,Trans Nzoia
Koinange Road,residential,Trans Nzoia
Mak Asembo Street,unclassified,Trans Nzoia
Moi's Path,residential,Uasin Gishu
Kwanza-Kapenguria Road,trunk,Trans Nzoia
Kwanza-Kapenguria Road,trunk,Trans Nzoia
Mt. Elgon Road,tertiary,Trans Nzoia
To Naromoru Gate,unclassified,Nyeri
Kigwa Road,residential,Nairobi
Kilingili-Eregi Road,unclassified,Vihiga
Kilingili-Eregi Road,unclassified,Kakamega
rita church foot path,footway,Nairobi
Old Mombasa Road,primary,Nairobi
Marsabit-Moyale Road,trunk,Marsabit
Morun Bridge,trunk,West Pokot
Ruiru Flyover,footway,Kiambu
Riara Paddocks,service,Nairobi
Isiolo-Mandera Road,trunk,Isiolo
Bamburi Road,tertiary,Machakos
Lodwar-Lokichogio Road,trunk,Turkana
2nd Drive,residential,Kajiado
Lodwar-Lokichogio Road,trunk,Turkana
Nairobi-Namanga-Athi River Road,service,Machakos
Camphor Road,residential,Nairobi
R14,unclassified,Nandi
Road to Alego Rabar,tertiary,Siaya
Kapenguria-Lodwar Road,trunk,Turkana
Kapenguria-Lodwar Road,trunk,Turkana
Kapenguria-Lodwar Road,trunk,Turkana
Kangawa Road,construction,Kajiado
E1387,unclassified,Nandi
T2602,unclassified,Nandi
Dirt road,track,Kwale
Gardners Walk,footway,Nairobi
Dadajabulla Road,secondary,Garissa
Dadajabulla Road,secondary,Wajir
Sasuma Crescent,residential,Nairobi
Ojamaa Ojamong Road,residential,Nairobi
R39,unclassified,Homa Bay
Kapenguria-Lodwar Road,trunk,Turkana
Kapenguria-Lodwar Road,trunk,Turkana
Kapenguria-Lodwar Road,trunk,Turkana
Nyeri-Nanyuki Road,trunk,Nyeri
Meru-Nanyuki Road,trunk,Meru
Nyeri-Nanyuki Road,trunk,Nyeri
Nyeri-Nanyuki Road,trunk,Nyeri
.,residential,Busia
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Meru-Nairobi Highway,trunk,Kiambu
Nyeri-Nanyuki Road,trunk,Nyeri
Garissa Road,trunk_link,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk_link,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Avenue Road,residential,Machakos
Thika Road,trunk,Kiambu
Thika Road,trunk_link,Kiambu
Thika Road,trunk_link,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk_link,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk_link,Kiambu
footpath,path,Kwale
Thika Road,trunk_link,Kiambu
Thika Road,trunk_link,Kiambu
Thika Road,trunk,Kiambu
Thika Road,trunk,Kiambu
KWANDIFA  BAVUNI ROAD,residential,Nakuru
Thika Road,trunk_link,Nairobi
Thika Road,trunk_link,Nairobi
Thika Road,trunk,Nairobi
Thika Road,trunk,Nairobi
Thika Road,trunk,Kiambu
East Road,unclassified,Nakuru
Murang'a Road,trunk,Nairobi
Thika Road,trunk,Nairobi
Iguhu Road,unclassified,Kakamega
Thika Road,trunk,Kiambu
Cottage Lane,residential,Nairobi
Cottage Lane,residential,Kiambu
Thika Road,trunk_link,Kiambu
Thika Road,trunk_link,Kiambu
Thika Road,trunk_link,Kiambu
Mbagathi Road,unclassified,Nairobi
Raila Odinga Way,secondary,Nairobi
Mburu Gichua Road,tertiary,Nakuru
A23 Timbila - Mkuyuni,unclassified,Taita Taveta
Keringet-Kanglikwan-Murkwijit Road,unclassified,West Pokot
Raila Odinga Way,secondary,Nairobi
Raila Odinga Way,secondary,Nairobi
Kijabe Top Road,trunk_link,Kiambu
A1 Lodwar - Kalokol - Lokitaung - B71 Kachoda Road,secondary,Turkana
A1 Lodwar - Nakalei - A4 South Horr Road,secondary,Turkana
Rongo-Kisii Road,trunk,Kisii
Rongo-Kisii Road,trunk,Homa Bay
Migori-Rongo Road,trunk,Migori
Muhoya Avenue,residential,Nairobi
Apple Cross Road,residential,Nairobi
Muhoya Avenue,residential,Nairobi
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Jambo Terraces,residential,Nairobi
Kakamega-Kitale Road,trunk,Bungoma
Kisii-Kisumu Road,trunk,Kisumu
Kisii-Kisumu Road,trunk,Homa Bay
Kisii-Kisumu Road,trunk,Kericho
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk,Bungoma
Kakamega-Kitale Road,trunk_link,Trans Nzoia
Kakamega-Kitale Road,trunk_link,Trans Nzoia
Kakamega-Kitale Road,trunk,Trans Nzoia
Kakamega-Kitale Road,trunk,Trans Nzoia
Thika Road,trunk,Kiambu
Second Court Street,residential,Nairobi
wia wa moko street,residential,Machakos
Kapkayo-Kipsaos Road,unclassified,Elgeyo-Marakwet
Welari-Sarif Road,unclassified,Wajir
Diani Beach Road,secondary_link,Kwale
public beach access,residential,Kwale
Diani Beach Road,secondary_link,Kwale
Rongo-Kisii Road,trunk,Homa Bay
Old Nairobi Road,trunk_link,Nakuru
Old Nairobi Road,trunk_link,Nakuru
Njoro Road,trunk_link,Nakuru
Kapenguria Road,unclassified,Nairobi
Kapenguria Road,unclassified,Nairobi
Kapenguria Road,unclassified,Nairobi
Pyrethrum Estate Four,residential,Nakuru
Olbobo Road,tertiary,Bomet
Voi Loop,secondary,Taita Taveta
Baba Dogo Road,tertiary,Nairobi
Kitenge - Bungule,unclassified,Taita Taveta
E688B Nyache - Maghonyi - D538 Mbale,unclassified,Taita Taveta
Limuru Road,primary,Nairobi
Limuru Road,primary,Nairobi
Watamu Village Road,residential,Kilifi
Watamu Beach Road,residential,Kilifi
Jacaranda Road,unclassified,Kilifi
Fortamu Road,unclassified,Kilifi
Forty Thives Acces Road,service,Kwale
Diani Beach Road,residential,Kwale
Kwitu Cottages Road,residential,Kwale
Koguta-Nyabera Road,trunk,Homa Bay
Sigiria Trail,path,Nairobi
Gandikani path,path,Kwale
mangrove path,footway,Kwale
cyber way,residential,Kwale
Mombasa - Nairobi Road,trunk,Machakos
Lower Plains Road,residential,Nairobi
Lotus Close,residential,Nairobi
Kijabe Hospital Link Road,tertiary,Kiambu
Garissa-Modogashe Road,secondary,Garissa
Garissa-Modogashe Road,secondary,Garissa
Garissa-Modogashe Road,secondary,Garissa
Main Stage Road,tertiary,Kisii
Isiolo-Mandera Road,trunk,Garissa
Magadi Road,trunk,Kajiado
To Mrangi,track,Taita Taveta
Katilu Road,tertiary,Turkana
Rũthagati - Kabirũinĩ Road,tertiary,Nyeri
Wanganga - Msangachi Ronge Juu,unclassified,Taita Taveta
Road to Alego Rabar,tertiary,Siaya
Road to Alego Rabar,tertiary,Siaya
Ikanga-Kigombo-Msau,tertiary,Taita Taveta
A1 Lodwar - Kalokol - Lokitaung - B71 Kachoda Road,tertiary,Turkana
Gituamba Road,residential,Nairobi
Gituamba Road,residential,Kiambu
Dik Dik Gardens,residential,Nairobi
Siaya Road,residential,Nairobi
Joy Farm,service,Nairobi
Meru-Maua Road,secondary,Meru
Jogoo Road,secondary_link,Nairobi
Hilcrest Drive,residential,Nairobi
Two Rivers Road,unclassified,Nairobi
Two Rivers Road,unclassified,Nairobi
Two Rivers Road,unclassified,Nairobi
Two Rivers Road,unclassified,Nairobi
Nakuru - Sigor Road,primary,Baringo
Nakuru - Sigor Road,primary,Baringo
Nakuru - Sigor Road,primary,Baringo
Nakuru - Sigor Road,primary,Baringo
Nakuru - Sigor Road,primary,Baringo
Nakuru - Sigor Road,primary,Baringo
KOITEBES ROAD,unclassified,Baringo
Eastern Bypass,primary,Nairobi
ARAM ROAD,unclassified,Baringo
Loll kuta Road,unclassified,Wajir
To the Forest,path,Taita Taveta
Mbembe,path,Taita Taveta
Mrangi,path,Taita Taveta
Mchanga,path,Taita Taveta
Ngong Road,secondary,Nairobi
University Way,tertiary,Nairobi
State House Road,tertiary,Nairobi
University Way,tertiary,Nairobi
State House Road,tertiary,Nairobi
Bunyala Road,secondary,Nairobi
Uhuru Highway,trunk,Nairobi
Bunyala Roundabout,trunk,Nairobi
Bunyala Roundabout,trunk,Nairobi
Uhuru Highway,trunk,Nairobi
Uhuru Highway,trunk,Nairobi
Uhuru Highway,trunk,Nairobi
Ngong Road,secondary,Nairobi
Ngong Road,secondary,Nairobi
Ngong Road,secondary,Nairobi
Ngong Road,secondary,Nairobi
Dagoretti Corner,secondary,Nairobi
Ngong Road,secondary,Nairobi
City Mortuary Round About,secondary,Nairobi
City Mortuary Round About,secondary,Nairobi
City Mortuary Round About,secondary,Nairobi
Kenyatta Avenue,secondary,Nairobi
Jakaya Kikwete Road,tertiary,Nairobi
Valley Road,secondary,Nairobi
